Id	Speed	TravelTime	Status	DataAsOf	linkId	linkPoints	EncodedPolyLine	EncodedPolyLineLvls	Owner	Transcom_id	Borough	linkName
428	52.82	98	0	9/20/2014 17:36:00	4616241	40.7626006,-73.839671 40.7613906,-73.83898 40.7610504,-73.83887 40.7605406,-73.83879 40.76001,-73.838821 40.75831,-73.83897 40.75788,-73.8389340.75562,-73.83847 40.75513,-73.83834 40.75455,-73.83811 40.7513,-73.835911 40.75041,-73.8353 40.7498406,-73.8350	gmxwF|xtaMpFiCbAUdBOhBDrI\tAGbM{A`BYrBm@hSwLpDyBpBw@|A_@jBMrCLbEjA~BdBjCvBf@XnAlAbBhAvB|@xAZdBRtABjCItKoBpGmAvTcAfCc@|EeBt`@oP	BBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBB	NYC_DOT_LIC	4616241	Queens	VWE S MP8.65 (Exit 13 Northern Blvd) - MP6.39 (Exit 11 Jewel Ave)
430	59.03	132	0	9/20/2014 19:22:59	4616213	40.5902,-74.19332 40.57748,-74.19046 40.57623,-74.190181 40.5742005,-74.1898 40.57251,-74.189821 40.57162,-74.18998 40.5703306,-74.190391 40.56777,-74.192011 40.5604,-74.19941	wwvvFf{ycMnnA{PxFw@tKkApIBpD^`GpA~NbI`m@fm@	BBBBBBBBB	NYC_DOT_LIC	4616213	Staten Island	WSE N ARDEN AVENUE - VICTORY BLVD
431	57.17	88	0	9/20/2014 19:22:59	4616214	40.56042,-74.199391 40.55924,-74.20076 40.5585105,-74.20184 40.5579004,-74.203061 40.5571906,-74.204851 40.55606,-74.20935 40.5557304,-74.210451 40.55519,-74.21191 40.554441,-74.21348 40.55369,-74.214801 40.552851,-74.216101 40.5518206,-74.217341 40.55086	s}pvFda{cMjFpGpCvExBrFlCdJ`Fb[`AzEjBbHtCxHtCfGfDbGlEvF~DlE|NvL	BBBBBBBBBBBBBB	NYC_DOT_LIC	4616214	Staten Island	WSE N BLOOMUINGDALE ROAD - ARDEN AVENUE
432	1.86	5403	0	9/20/2014 16:34:33	4329481	40.61688,-74.17731 40.6189004,-74.17604 40.6204505,-74.17537 40.6219004,-74.17519 40.623321,-74.175361 40.62406,-74.17586 40.62456,-74.17668 40.6251,-74.177771	o~{vFdwvcMsK}FuHeCaHc@{G`@sCbBcBbDkBxE	BBBBBBBB	PA - LINCOLN TUNNEL	4329481	Staten Island	WSE N SOUTH AVENUE - 278 W BRUNSWICK AVENUE
433	55.3	136	0	9/20/2014 19:22:59	4616215	40.52561,-74.23039 40.5258705,-74.22618 40.5263604,-74.22336 40.52734,-74.22338 40.5371,-74.2243 40.53931,-74.22418 40.5407805,-74.223981 40.54437,-74.22283 40.5466005,-74.22172 40.54831,-74.22059	adjvF|badMs@iYaBsPcEB_|@vDyLWeHg@mUeF}L}EuIaF	BBBBBBBBBB	NYC_DOT_LIC	4616215	Staten Island	WSE N TYRELLAN AVENUE - BLOOMINGDALE ROAD
434	57.17	54	0	9/20/2014 19:22:59	4616212	40.6020904,-74.1877 40.600331,-74.18943 40.59783,-74.19099 40.592071,-74.193131 40.5907404,-74.19333 40.5902,-74.19332	abyvFbxxcM~IxIrNvH~b@jLhGf@jBA	BBBBBB	NYC_DOT_LIC	4616212	Staten Island	WSE N VICTORY BLVD - SOUTH AVENUE
435	57.17	109	0	9/20/2014 19:22:59	4616198	40.62102,-74.168861 40.6212304,-74.16992 40.6212304,-74.170961 40.6206306,-74.173561 40.6197105,-74.175091 40.6188605,-74.17597 40.61693,-74.1773 40.60685,-74.183361 40.60437,-74.18531 40.6020904,-74.187711	kx|vFjbucMi@rE?nEvBfOvDpHhDnD`KhG~}@zd@nNdKfM~M	BBBBBBBBBB	NYC_DOT_LIC	4616198	Staten Island	WSE N-SIE E SOUTH AVENUE - SOUTH AVENUE
436	57.79	90	0	9/20/2014 19:22:59	4616202	40.56058,-74.199581 40.55926,-74.20113 40.5584906,-74.202351 40.55789,-74.20363 40.55738,-74.20496 40.5561606,-74.209741 40.5558905,-74.210551 40.55516,-74.212471 40.55443,-74.213991 40.55386,-74.215 40.5529104,-74.21635 40.55187,-74.21765 40.5509404,-74.	s~pvFjb{cMfGtHxCrFvB~FdBhGrFz\t@`DpC~JpCnHpBhE|DlGnEbGxDxDzMdL	BBBBBBBBBBBBBB	NYC_DOT_LIC	4616202	Staten Island	WSE S ARDEN AVENUE - BLOOMINGDALE ROAD
437	52.82	117	0	9/20/2014 19:22:59	4616203	40.52581,-74.23039 40.52593,-74.228371 40.52611,-74.22745 40.52653,-74.226761 40.5271204,-74.226401 40.529101,-74.22574 40.5309504,-74.22432 40.53188,-74.22409 40.536891,-74.22458 40.5388504,-74.2245 40.5418,-74.22405 40.54379,-74.22338 40.54589,-74.22241	iejvF|badMWsKc@wDsAiCuBgAkKcCqJ{GyDm@i^`BgKOmQyAmKeCcLaE{FoCcHmE	BBBBBBBBBBBBBBB	NYC_DOT_LIC	4616203	Staten Island	WSE S BLLOMINGDALE ROAD - TYRELLAN AVENUE
439	54.06	58	0	9/20/2014 19:22:59	4616200	40.5900505,-74.19356 40.59141,-74.19352 40.59413,-74.19266 40.5984005,-74.19099 40.59978,-74.19014 40.60139,-74.188741 40.60213,-74.187981	yvvvFv|ycMoGG_PkDuYmIsGiDaIwGsCwC	BBBBBBB	NYC_DOT_LIC	4616200	Staten Island	WSE S SOUTH AVENUE - VICTORY BOULEVARD
